country,cause,year,both_sexes_death_rate,male_death_rate,female_death_rate
Equatorial Guinea, Lower respiratory infections,2016,59[ 43–73],59[ 43–72],60[ 44–74]
Equatorial Guinea," Trachea, bronchus, lung cancers",2016,1[ 1–1],1[ 1–2],1[ 0–1]
Equatorial Guinea, Ischaemic heart disease,2016,20[ 15–25],20[ 15–25],20[ 14–25]
Equatorial Guinea, Stroke,2016,12[ 8–15],11[ 8–14],13[ 9–17]
Equatorial Guinea, Chronic obstructive pulmonary disease,2016,7[ 5–8],5[ 3–7],8[ 6–10]
Eritrea, Total,2016,95[ 83–105],103[ 90–115],88[ 76–97]
Eritrea, Lower respiratory infections,2016,47[ 39–53],52[ 43–60],42[ 34–47]
Eritrea," Trachea, bronchus, lung cancers",2016,1[ 1–1],1[ 1–1],1[ 1–1]
Eritrea, Ischaemic heart disease,2016,20[ 17–23],23[ 19–26],18[ 15–20]
Eritrea, Stroke,2016,18[ 15–21],17[ 14–20],20[ 16–23]
Eritrea, Chronic obstructive pulmonary disease,2016,8[ 6–10],10[ 6–13],7[ 6–8]
Estonia, Total,2016,60[ 34–103],59[ 36–102],61[ 32–106]
Estonia, Lower respiratory infections,2016,3[ 1–6],3[ 1–8],2[ 0–4]
Estonia," Trachea, bronchus, lung cancers",2016,5[ 1–13],7[ 2–19],3[ 1–7]
Estonia, Ischaemic heart disease,2016,43[ 24–72],39[ 24–62],47[ 24–83]
Estonia, Stroke,2016,6[ 3–13],5[ 3–9],7[ 3–17]
Estonia, Chronic obstructive pulmonary disease,2016,3[ 1–6],4[ 1–9],2[ 0–4]
Eswatini, Total,2016,69[ 58–79],68[ 56–79],69[ 59–79]
Eswatini, Lower respiratory infections,2016,33[ 26–40],35[ 28–43],31[ 25–37]
Eswatini," Trachea, bronchus, lung cancers",2016,1[ 0–1],1[ 1–1],0[ 0–1]
Eswatini, Ischaemic heart disease,2016,15[ 12–18],12[ 10–15],17[ 14–20]
Eswatini, Stroke,2016,11[ 9–13],9[ 7–11],13[ 10–16]
Eswatini, Chronic obstructive pulmonary disease,2016,9[ 6–11],10[ 5–15],7[ 5–9]
Ethiopia, Total,2016,82[ 75–89],87[ 79–95],77[ 70–83]
Ethiopia, Lower respiratory infections,2016,43[ 36–48],47[ 40–53],39[ 33–43]
Ethiopia," Trachea, bronchus, lung cancers",2016,1[ 1–1],1[ 1–1],1[ 1–1]
Ethiopia, Ischaemic heart disease,2016,19[ 17–22],21[ 19–24],18[ 15–20]
Ethiopia, Stroke,2016,12[ 11–14],11[ 9–13],13[ 11–15]
Ethiopia, Chronic obstructive pulmonary disease,2016,6[ 4–7],6[ 4–9],6[ 5–6]
Fiji, Total,2016,76[ 55–93],97[ 70–119],55[ 39–67]
Fiji, Lower respiratory infections,2016,12[ 8–15],13[ 9–17],11[ 7–14]
Fiji," Trachea, bronchus, lung cancers",2016,2[ 1–3],2[ 1–3],1[ 1–2]
Fiji, Ischaemic heart disease,2016,51[ 36–63],69[ 49–84],33[ 23–41]
Fiji, Stroke,2016,5[ 3–6],5[ 3–6],4[ 3–6]
Fiji, Chronic obstructive pulmonary disease,2016,7[ 4–9],8[ 3–13],5[ 4–7]
Finland, Total,2016,19[ 12–29],21[ 14–29],17[ 9–30]
Finland, Lower respiratory infections,2016,0[ 0–1],0[ 0–1],0[ 0–1]
Finland," Trachea, bronchus, lung cancers",2016,1[ 0–2],1[ 0–3],1[ 0–2]
Finland, Ischaemic heart disease,2016,12[ 6–20],14[ 8–21],11[ 4–20]
Finland, Stroke,2016,4[ 1–11],3[ 1–8],4[ 1–14]
Finland, Chronic obstructive pulmonary disease,2016,1[ 0–3],2[ 0–4],1[ 0–2]
France, Total,2016,25[ 19–33],27[ 21–35],23[ 17–33]
France, Lower respiratory infections,2016,3[ 1–6],3[ 1–5],3[ 1–6]
France," Trachea, bronchus, lung cancers",2016,4[ 2–6],5[ 3–9],2[ 1–3]
France, Ischaemic heart disease,2016,10[ 6–14],11[ 7–15],9[ 5–14]
France, Stroke,2016,4[ 2–10],4[ 2–8],5[ 2–12]
France, Chronic obstructive pulmonary disease,2016,4[ 2–7],5[ 2–8],3[ 1–6]
Gabon, Total,2016,51[ 39–69],48[ 37–66],53[ 41–73]
Gabon, Lower respiratory infections,2016,24[ 17–33],24[ 17–34],23[ 17–33]
Gabon," Trachea, bronchus, lung cancers",2016,1[ 1–2],1[ 1–2],1[ 0–1]
Gabon, Ischaemic heart disease,2016,13[ 9–17],11[ 9–15],14[ 10–19]
Gabon, Stroke,2016,8[ 6–12],7[ 5–10],9[ 7–13]
Gabon, Chronic obstructive pulmonary disease,2016,4[ 3–6],4[ 2–6],5[ 3–7]
Gambia, Total,2016,97[ 89–106],106[ 95–115],89[ 81–97]
Gambia, Lower respiratory infections,2016,52[ 44–58],58[ 49–65],46[ 39–52]
Gambia," Trachea, bronchus, lung cancers",2016,1[ 0–1],1[ 1–1],0[ 0–0]
Gambia, Ischaemic heart disease,2016,25[ 22–28],28[ 25–31],22[ 19–25]
Gambia, Stroke,2016,13[ 11–15],13[ 11–14],13[ 12–15]
Gambia, Chronic obstructive pulmonary disease,2016,6[ 5–7],6[ 3–8],6[ 5–7]
Georgia, Total,2016,184[ 133–242],197[ 146–254],172[ 122–230]
Georgia, Lower respiratory infections,2016,5[ 3–7],6[ 4–8],4[ 3–6]
Georgia," Trachea, bronchus, lung cancers",2016,7[ 4–10],11[ 6–17],3[ 1–4]
Georgia, Ischaemic heart disease,2016,107[ 76–144],114[ 85–150],100[ 66–140]
Georgia, Stroke,2016,49[ 33–72],49[ 34–68],50[ 31–75]
Georgia, Chronic obstructive pulmonary disease,2016,16[ 9–22],17[ 9–27],14[ 8–20]
Germany, Total,2016,45[ 34–59],47[ 37–59],43[ 30–59]
Germany, Lower respiratory infections,2016,3[ 1–6],3[ 1–6],3[ 1–6]
Germany," Trachea, bronchus, lung cancers",2016,4[ 2–7],5[ 3–9],3[ 1–5]
Germany, Ischaemic heart disease,2016,25[ 16–34],25[ 18–33],24[ 13–36]
Germany, Stroke,2016,6[ 3–13],5[ 3–10],7[ 3–16]
Germany, Chronic obstructive pulmonary disease,2016,8[ 3–13],8[ 3–15],7[ 3–12]
Ghana, Total,2016,101[ 91–112],94[ 82–105],109[ 99–119]
Ghana, Lower respiratory infections,2016,48[ 40–55],57[ 47–66],39[ 33–44]
Ghana," Trachea, bronchus, lung cancers",2016,1[ 0–1],1[ 1–1],0[ 0–0]
Ghana, Ischaemic heart disease,2016,25[ 21–28],18[ 16–21],31[ 27–35]
Ghana, Stroke,2016,21[ 18–25],11[ 10–13],31[ 27–36]
Ghana, Chronic obstructive pulmonary disease,2016,6[ 4–7],5[ 3–7],6[ 5–7]
Greece, Total,2016,77[ 53–159],81[ 58–168],72[ 47–151]
Greece, Lower respiratory infections,2016,11[ 5–27],10[ 4–22],13[ 6–31]
Greece," Trachea, bronchus, lung cancers",2016,9[ 4–27],15[ 6–43],4[ 2–12]
Greece, Ischaemic heart disease,2016,29[ 18–53],32[ 22–55],26[ 14–50]
Greece, Stroke,2016,15[ 7–33],13[ 7–25],17[ 7–39]
Greece, Chronic obstructive pulmonary disease,2016,12[ 5–27],12[ 5–27],12[ 5–27]
Grenada, Total,2016,44[ 36–56],42[ 34–51],46[ 37–60]
Grenada, Lower respiratory infections,2016,12[ 7–17],9[ 5–13],14[ 9–21]
Grenada," Trachea, bronchus, lung cancers",2016,2[ 1–3],2[ 1–4],2[ 1–3]
Grenada, Ischaemic heart disease,2016,19[ 15–24],20[ 16–25],19[ 14–24]
Grenada, Stroke,2016,8[ 5–12],7[ 5–10],9[ 5–14]
Grenada, Chronic obstructive pulmonary disease,2016,3[ 2–4],3[ 1–4],3[ 2–5]
Guatemala, Total,2016,50[ 43–56],50[ 44–57],49[ 43–55]
Guatemala, Lower respiratory infections,2016,23[ 18–26],23[ 19–28],22[ 18–25]
Guatemala," Trachea, bronchus, lung cancers",2016,1[ 1–1],1[ 1–1],1[ 1–1]
Guatemala, Ischaemic heart disease,2016,14[ 12–17],15[ 12–17],14[ 11–17]
Guatemala, Stroke,2016,6[ 5–7],6[ 4–7],6[ 5–8]
Guatemala, Chronic obstructive pulmonary disease,2016,5[ 4–7],5[ 3–7],5[ 4–6]
Guinea, Total,2016,127[ 116–138],127[ 114–139],128[ 117–137]
Guinea, Lower respiratory infections,2016,71[ 61–80],76[ 64–86],67[ 57–75]
Guinea," Trachea, bronchus, lung cancers",2016,0[ 0–0],0[ 0–1],0[ 0–0]
Guinea, Ischaemic heart disease,2016,27[ 24–30],26[ 23–29],28[ 24–31]
Guinea, Stroke,2016,19[ 17–22],16[ 14–18],23[ 20–26]
Guinea, Chronic obstructive pulmonary disease,2016,9[ 6–10],8[ 4–11],9[ 8–11]
Guinea-Bissau, Total,2016,108[ 98–118],109[ 98–119],108[ 99–117]
Guinea-Bissau, Lower respiratory infections,2016,61[ 52–68],66[ 55–74],57[ 48–63]
Guinea-Bissau," Trachea, bronchus, lung cancers",2016,1[ 0–1],1[ 0–1],1[ 0–1]
Guinea-Bissau, Ischaemic heart disease,2016,24[ 21–27],22[ 20–25],25[ 22–28]
Guinea-Bissau, Stroke,2016,16[ 14–18],13[ 11–15],18[ 16–20]
Guinea-Bissau, Chronic obstructive pulmonary disease,2016,7[ 5–8],6[ 3–8],7[ 6–8]
Guyana, Total,2016,76[ 62–90],79[ 65–95],72[ 58–86]
Guyana, Lower respiratory infections,2016,13[ 9–16],13[ 9–17],13[ 9–16]
Guyana," Trachea, bronchus, lung cancers",2016,1[ 1–1],1[ 1–2],1[ 1–1]
Guyana, Ischaemic heart disease,2016,37[ 29–45],41[ 33–49],33[ 26–41]
Guyana, Stroke,2016,18[ 14–23],17[ 13–21],20[ 15–25]
Guyana, Chronic obstructive pulmonary disease,2016,6[ 4–8],7[ 4–10],5[ 3–7]
Haiti, Total,2016,127[ 118–137],129[ 117–140],126[ 116–135]
Haiti, Lower respiratory infections,2016,39[ 33–44],43[ 36–49],35[ 30–39]
Haiti," Trachea, bronchus, lung cancers",2016,3[ 2–3],2[ 2–3],3[ 2–3]
Haiti, Ischaemic heart disease,2016,47[ 42–52],49[ 43–54],46[ 40–51]
Haiti, Stroke,2016,29[ 25–33],25[ 21–28],34[ 29–38]
Haiti, Chronic obstructive pulmonary disease,2016,9[ 6–11],10[ 5–14],8[ 7–10]
Honduras, Total,2016,39[ 33–46],45[ 38–52],34[ 28–39]
Honduras, Lower respiratory infections,2016,4[ 3–5],5[ 4–7],3[ 3–4]
Honduras," Trachea, bronchus, lung cancers",2016,2[ 1–2],2[ 1–2],1[ 1–2]
Honduras, Ischaemic heart disease,2016,22[ 18–26],27[ 22–32],17[ 13–20]
Honduras, Stroke,2016,5[ 4–6],6[ 5–7],4[ 3–5]
Honduras, Chronic obstructive pulmonary disease,2016,7[ 5–8],5[ 2–7],8[ 6–10]
Hungary, Total,2016,83[ 64–102],87[ 71–103],79[ 58–102]
Hungary, Lower respiratory infections,2016,2[ 1–3],2[ 1–3],2[ 1–3]
Hungary," Trachea, bronchus, lung cancers",2016,9[ 4–14],11[ 6–18],6[ 3–10]
Hungary, Ischaemic heart disease,2016,52[ 36–68],52[ 39–65],52[ 33–72]
Hungary, Stroke,2016,11[ 7–19],11[ 7–16],11[ 6–21]
Hungary, Chronic obstructive pulmonary disease,2016,10[ 4–16],11[ 5–19],8[ 4–14]
Iceland, Total,2016,17[ 11–25],18[ 12–25],16[ 10–24]
Iceland, Lower respiratory infections,2016,1[ 0–3],1[ 0–2],1[ 0–3]
Iceland," Trachea, bronchus, lung cancers",2016,1[ 0–3],1[ 0–2],1[ 0–3]
Iceland, Ischaemic heart disease,2016,10[ 5–15],12[ 7–17],8[ 3–13]
Iceland, Stroke,2016,2[ 1–7],2[ 1–6],3[ 1–9]
Iceland, Chronic obstructive pulmonary disease,2016,3[ 1–6],2[ 0–5],3[ 1–6]
India, Total,2016,141[ 121–158],147[ 125–167],134[ 115–151]
India, Lower respiratory infections,2016,30[ 24–35],25[ 20–30],35[ 28–41]
India," Trachea, bronchus, lung cancers",2016,4[ 3–5],5[ 4–6],2[ 2–3]
India, Ischaemic heart disease,2016,49[ 41–57],60[ 51–70],38[ 31–44]
India, Stroke,2016,19[ 16–23],19[ 16–23],19[ 15–23]
India, Chronic obstructive pulmonary disease,2016,37[ 28–45],36[ 23–46],38[ 31–45]
Indonesia, Total,2016,81[ 65–97],90[ 71–108],72[ 57–86]
Indonesia, Lower respiratory infections,2016,8[ 6–10],9[ 6–11],8[ 6–10]
Indonesia," Trachea, bronchus, lung cancers",2016,5[ 3–6],6[ 4–9],3[ 2–4]
Indonesia, Ischaemic heart disease,2016,35[ 28–43],35[ 27–42],36[ 28–43]
Indonesia, Stroke,2016,23[ 18–30],28[ 21–35],18[ 14–24]
Indonesia, Chronic obstructive pulmonary disease,2016,9[ 6–12],12[ 6–17],7[ 5–9]
Iran (Islamic Republic of), Total,2016,35[ 30–41],40[ 34–47],30[ 25–35]
Iran (Islamic Republic of), Lower respiratory infections,2016,4[ 3–5],4[ 3–5],3[ 2–4]
Iran (Islamic Republic of)," Trachea, bronchus, lung cancers",2016,1[ 1–2],2[ 1–2],1[ 0–1]
Iran (Islamic Republic of), Ischaemic heart disease,2016,21[ 17–26],24[ 19–30],18[ 14–23]
Iran (Islamic Republic of), Stroke,2016,6[ 4–7],6[ 4–8],5[ 4–7]
Iran (Islamic Republic of), Chronic obstructive pulmonary disease,2016,3[ 2–5],4[ 2–6],3[ 2–4]
Iraq, Total,2016,35[ 31–41],39[ 34–45],32[ 28–37]
Iraq, Lower respiratory infections,2016,7[ 6–9],9[ 7–12],5[ 4–7]
Iraq," Trachea, bronchus, lung cancers",2016,2[ 1–2],3[ 2–4],1[ 1–1]
Iraq, Ischaemic heart disease,2016,19[ 16–23],20[ 17–23],18[ 14–22]
Iraq, Stroke,2016,6[ 5–7],5[ 4–6],6[ 5–8]
Iraq, Chronic obstructive pulmonary disease,2016,2[ 1–2],2[ 1–2],2[ 1–2]
Ireland, Total,2016,20[ 14–27],22[ 16–28],19[ 13–27]
Ireland, Lower respiratory infections,2016,2[ 0–4],2[ 0–4],2[ 0–5]
Ireland," Trachea, bronchus, lung cancers",2016,2[ 1–3],2[ 1–4],2[ 1–3]
Ireland, Ischaemic heart disease,2016,10[ 6–14],12[ 8–16],8[ 4–12]
Ireland, Stroke,2016,3[ 1–7],2[ 1–5],3[ 1–9]
Ireland, Chronic obstructive pulmonary disease,2016,4[ 1–8],4[ 1–8],4[ 1–8]
Israel, Total,2016,23[ 19–29],26[ 21–32],21[ 16–26]
Israel, Lower respiratory infections,2016,5[ 3–8],5[ 3–8],5[ 3–8]
Israel," Trachea, bronchus, lung cancers",2016,3[ 2–5],4[ 2–6],2[ 1–3]
Israel, Ischaemic heart disease,2016,8[ 6–11],9[ 7–12],7[ 4–10]
Israel, Stroke,2016,3[ 2–6],3[ 2–5],3[ 2–6]
Israel, Chronic obstructive pulmonary disease,2016,4[ 2–6],4[ 2–7],4[ 2–6]
Italy, Total,2016,49[ 37–64],51[ 40–63],47[ 34–65]
Italy, Lower respiratory infections,2016,4[ 2–6],3[ 2–5],4[ 2–6]
Italy," Trachea, bronchus, lung cancers",2016,6[ 3–9],8[ 4–13],3[ 2–5]
Italy, Ischaemic heart disease,2016,22[ 14–30],22[ 15–29],22[ 12–32]
Italy, Stroke,2016,10[ 4–21],8[ 4–16],11[ 5–26]
Italy, Chronic obstructive pulmonary disease,2016,8[ 4–14],9[ 4–16],7[ 3–12]
Jamaica, Total,2016,32[ 23–42],34[ 25–45],30[ 21–41]
Jamaica, Lower respiratory infections,2016,4[ 2–6],4[ 2–6],4[ 2–6]
Jamaica," Trachea, bronchus, lung cancers",2016,3[ 1–4],4[ 2–7],1[ 1–2]
Jamaica, Ischaemic heart disease,2016,11[ 8–15],11[ 8–15],11[ 7–15]
Jamaica, Stroke,2016,10[ 6–16],9[ 6–14],11[ 7–19]
Jamaica, Chronic obstructive pulmonary disease,2016,4[ 2–6],5[ 2–9],2[ 1–3]
Japan, Total,2016,43[ 31–59],47[ 35–63],39[ 27–55]
Japan, Lower respiratory infections,2016,12[ 4–23],13[ 4–24],11[ 4–22]
Japan," Trachea, bronchus, lung cancers",2016,4[ 2–7],6[ 3–10],2[ 1–4]
Japan, Ischaemic heart disease,2016,12[ 8–17],13[ 9–17],12[ 7–18]
Japan, Stroke,2016,8[ 4–18],8[ 4–15],8[ 3–21]
Japan, Chronic obstructive pulmonary disease,2016,6[ 2–11],8[ 3–14],5[ 2–9]
Jordan, Total,2016,26[ 23–31],32[ 28–37],21[ 17–24]
Jordan, Lower respiratory infections,2016,3[ 2–5],4[ 3–5],3[ 2–4]
Jordan," Trachea, bronchus, lung cancers",2016,1[ 1–2],2[ 1–3],0[ 0–0]
Jordan, Ischaemic heart disease,2016,15[ 12–18],19[ 16–23],11[ 9–14]
Jordan, Stroke,2016,5[ 4–6],5[ 4–6],5[ 4–6]
Jordan, Chronic obstructive pulmonary disease,2016,2[ 1–3],2[ 1–4],1[ 1–1]
Kazakhstan, Total,2016,57[ 42–83],63[ 48–91],51[ 36–75]
Kazakhstan, Lower respiratory infections,2016,3[ 1–5],3[ 1–6],2[ 1–3]
Kazakhstan," Trachea, bronchus, lung cancers",2016,2[ 1–5],4[ 2–8],1[ 0–3]
Kazakhstan, Ischaemic heart disease,2016,35[ 24–50],38[ 28–53],33[ 21–47]
Kazakhstan, Stroke,2016,11[ 7–17],11[ 8–16],11[ 7–19]
Kazakhstan, Chronic obstructive pulmonary disease,2016,5[ 2–9],6[ 3–11],4[ 2–8]
Kenya, Total,2016,40[ 35–44],40[ 35–45],39[ 35–43]
Kenya, Lower respiratory infections,2016,25[ 21–29],26[ 22–30],24[ 21–28]
Kenya," Trachea, bronchus, lung cancers",2016,1[ 0–1],1[ 0–1],0[ 0–1]
Kenya, Ischaemic heart disease,2016,6[ 5–7],6[ 5–7],6[ 5–7]
Kenya, Stroke,2016,5[ 4–6],5[ 4–5],6[ 5–7]
Kenya, Chronic obstructive pulmonary disease,2016,3[ 2–3],3[ 1–4],3[ 2–3]
Kiribati, Total,2016,88[ 80–95],103[ 92–112],74[ 67–80]
Kiribati, Lower respiratory infections,2016,26[ 22–30],26[ 22–30],26[ 22–30]
Kiribati," Trachea, bronchus, lung cancers",2016,5[ 4–6],6[ 4–7],5[ 4–5]
Kiribati, Ischaemic heart disease,2016,26[ 23–29],31[ 27–35],21[ 18–23]
Kiribati, Stroke,2016,22[ 19–25],27[ 24–32],17[ 15–20]
Kiribati, Chronic obstructive pulmonary disease,2016,9[ 5–11],12[ 5–17],5[ 4–6]
Kuwait, Total,2016,37[ 33–41],46[ 41–50],25[ 23–28]
Kuwait, Lower respiratory infections,2016,9[ 7–11],9[ 7–11],9[ 7–11]
Kuwait," Trachea, bronchus, lung cancers",2016,1[ 1–2],2[ 1–3],1[ 0–1]
Kuwait, Ischaemic heart disease,2016,20[ 18–23],28[ 24–32],10[ 9–12]
Kuwait, Stroke,2016,4[ 4–5],5[ 4–6],3[ 3–4]
Kuwait, Chronic obstructive pulmonary disease,2016,2[ 1–2],2[ 1–3],2[ 1–2]
Kyrgyzstan, Total,2016,74[ 53–100],80[ 59–106],68[ 47–93]
Kyrgyzstan, Lower respiratory infections,2016,5[ 3–8],6[ 4–9],5[ 3–7]
Kyrgyzstan," Trachea, bronchus, lung cancers",2016,2[ 1–3],3[ 2–5],1[ 1–2]
Kyrgyzstan, Ischaemic heart disease,2016,43[ 30–59],46[ 34–61],41[ 27–57]
Kyrgyzstan, Stroke,2016,16[ 10–22],17[ 11–23],15[ 9–21]
Kyrgyzstan, Chronic obstructive pulmonary disease,2016,7[ 4–11],8[ 4–13],7[ 4–10]
Lao People's Democratic Republic, Total,2016,110[ 101–118],106[ 96–115],114[ 105–123]
Lao People's Democratic Republic, Lower respiratory infections,2016,30[ 25–33],29[ 24–33],30[ 26–34]
Lao People's Democratic Republic," Trachea, bronchus, lung cancers",2016,4[ 3–5],6[ 5–7],3[ 2–3]
Lao People's Democratic Republic, Ischaemic heart disease,2016,38[ 33–42],34[ 30–39],41[ 35–45]
Lao People's Democratic Republic, Stroke,2016,26[ 23–30],25[ 21–28],28[ 24–33]
Lao People's Democratic Republic, Chronic obstructive pulmonary disease,2016,11[ 8–14],11[ 6–15],12[ 9–13]
Latvia, Total,2016,98[ 70–137],98[ 75–133],97[ 64–142]
Latvia, Lower respiratory infections,2016,4[ 2–6],5[ 2–8],3[ 1–5]
Latvia," Trachea, bronchus, lung cancers",2016,6[ 3–11],10[ 4–18],3[ 1–5]
Latvia, Ischaemic heart disease,2016,59[ 40–82],59[ 43–78],60[ 36–87]
Latvia, Stroke,2016,26[ 14–48],20[ 13–31],31[ 15–61]
Latvia, Chronic obstructive pulmonary disease,2016,3[ 1–5],5[ 2–8],1[ 1–2]
Lebanon, Total,2016,52[ 43–60],61[ 50–70],43[ 36–51]
Lebanon, Lower respiratory infections,2016,2[ 2–3],2[ 2–3],3[ 2–4]
Lebanon," Trachea, bronchus, lung cancers",2016,3[ 2–4],4[ 2–6],2[ 1–2]
Lebanon, Ischaemic heart disease,2016,38[ 30–46],48[ 39–58],28[ 21–35]
Lebanon, Stroke,2016,4[ 3–6],2[ 1–2],7[ 5–10]
Lebanon, Chronic obstructive pulmonary disease,2016,4[ 2–6],4[ 2–6],4[ 2–6]
Lesotho, Total,2016,113[ 99–129],105[ 90–122],121[ 106–137]
Lesotho, Lower respiratory infections,2016,48[ 39–57],49[ 40–58],48[ 39–56]
Lesotho," Trachea, bronchus, lung cancers",2016,1[ 1–1],1[ 1–1],0[ 0–1]
Lesotho, Ischaemic heart disease,2016,23[ 19–27],18[ 15–21],27[ 23–32]
Lesotho, Stroke,2016,22[ 18–27],16[ 13–20],28[ 23–34]
Lesotho, Chronic obstructive pulmonary disease,2016,18[ 13–23],20[ 11–28],16[ 13–19]
Liberia, Total,2016,83[ 76–90],80[ 72–87],87[ 79–94]
Liberia, Lower respiratory infections,2016,45[ 39–51],44[ 38–50],46[ 40–52]
Liberia," Trachea, bronchus, lung cancers",2016,0[ 0–1],1[ 0–1],0[ 0–0]
Liberia, Ischaemic heart disease,2016,20[ 18–23],20[ 18–23],21[ 18–23]
Liberia, Stroke,2016,13[ 11–14],11[ 9–12],15[ 12–17]
Liberia, Chronic obstructive pulmonary disease,2016,4[ 3–5],4[ 2–5],5[ 4–6]
Libya, Total,2016,43[ 38–49],51[ 46–57],35[ 31–40]
Libya, Lower respiratory infections,2016,5[ 4–6],6[ 4–7],5[ 4–6]
Libya," Trachea, bronchus, lung cancers",2016,3[ 2–4],4[ 3–6],1[ 0–1]
Libya, Ischaemic heart disease,2016,26[ 22–30],31[ 26–35],21[ 17–25]
Libya, Stroke,2016,6[ 5–7],6[ 5–8],6[ 5–7]
Libya, Chronic obstructive pulmonary disease,2016,3[ 2–5],4[ 3–6],3[ 2–4]
Lithuania, Total,2016,82[ 60–109],84[ 66–103],80[ 53–115]
Lithuania, Lower respiratory infections,2016,3[ 1–5],3[ 1–6],2[ 1–4]
Lithuania," Trachea, bronchus, lung cancers",2016,3[ 1–5],5[ 3–9],1[ 1–2]
Lithuania, Ischaemic heart disease,2016,58[ 38–79],58[ 42–74],57[ 33–84]
Lithuania, Stroke,2016,16[ 9–33],14[ 9–23],19[ 8–42]
Lithuania, Chronic obstructive pulmonary disease,2016,3[ 1–4],4[ 2–7],1[ 1–2]
Luxembourg, Total,2016,23[ 17–30],24[ 18–30],21[ 15–30]
Luxembourg, Lower respiratory infections,2016,2[ 1–4],2[ 0–3],2[ 1–4]
Luxembourg," Trachea, bronchus, lung cancers",2016,3[ 1–4],3[ 1–6],2[ 1–3]
Luxembourg, Ischaemic heart disease,2016,11[ 7–15],12[ 8–15],9[ 5–14]
Luxembourg, Stroke,2016,3[ 1–8],3[ 2–6],4[ 1–10]
Luxembourg, Chronic obstructive pulmonary disease,2016,4[ 1–8],4[ 1–8],4[ 1–8]
Madagascar, Total,2016,80[ 73–86],81[ 73–88],79[ 73–85]
Madagascar, Lower respiratory infections,2016,35[ 30–40],36[ 31–41],35[ 29–39]
Madagascar," Trachea, bronchus, lung cancers",2016,2[ 1–2],3[ 2–4],1[ 1–1]
Madagascar, Ischaemic heart disease,2016,15[ 13–17],17[ 15–19],13[ 11–15]
Madagascar, Stroke,2016,19[ 17–22],16[ 14–18],22[ 19–25]
Madagascar, Chronic obstructive pulmonary disease,2016,8[ 6–10],8[ 4–11],8[ 6–9]
Malawi, Total,2016,54[ 49–59],56[ 50–61],52[ 47–57]
Malawi, Lower respiratory infections,2016,31[ 26–35],34[ 28–38],29[ 25–32]
Malawi," Trachea, bronchus, lung cancers",2016,0[ 0–0],0[ 0–0],0[ 0–0]
Malawi, Ischaemic heart disease,2016,11[ 10–13],11[ 10–13],11[ 9–13]
Malawi, Stroke,2016,7[ 6–8],6[ 5–7],8[ 7–9]
Malawi, Chronic obstructive pulmonary disease,2016,4[ 3–5],4[ 2–6],4[ 3–4]
Malaysia, Total,2016,35[ 27–58],40[ 31–63],30[ 22–52]
Malaysia, Lower respiratory infections,2016,8[ 4–16],8[ 4–16],8[ 4–16]
Malaysia," Trachea, bronchus, lung cancers",2016,2[ 1–4],2[ 1–6],1[ 1–3]
Malaysia, Ischaemic heart disease,2016,17[ 13–24],20[ 15–28],14[ 10–20]
Malaysia, Stroke,2016,5[ 4–8],5[ 4–8],5[ 3–9]
Malaysia, Chronic obstructive pulmonary disease,2016,3[ 1–5],4[ 2–7],2[ 1–3]
Maldives, Total,2016,14[ 10–23],15[ 11–24],13[ 8–21]
Maldives, Lower respiratory infections,2016,1[ 0–2],1[ 0–1],1[ 0–2]
Maldives," Trachea, bronchus, lung cancers",2016,0[ 0–1],1[ 0–2],0[ 0–1]
Maldives, Ischaemic heart disease,2016,8[ 6–13],10[ 7–15],6[ 4–10]
Maldives, Stroke,2016,2[ 1–3],2[ 1–4],1[ 1–3]
Maldives, Chronic obstructive pulmonary disease,2016,3[ 1–6],2[ 1–5],4[ 1–8]
Mali, Total,2016,107[ 97–115],98[ 88–107],116[ 106–124]
Mali, Lower respiratory infections,2016,55[ 47–61],54[ 46–60],56[ 47–62]
Mali," Trachea, bronchus, lung cancers",2016,1[ 0–1],1[ 0–1],1[ 0–1]
Mali, Ischaemic heart disease,2016,24[ 21–27],20[ 17–22],28[ 24–31]
Mali, Stroke,2016,16[ 14–18],12[ 10–13],21[ 18–23]
Mali, Chronic obstructive pulmonary disease,2016,10[ 8–12],11[ 6–14],10[ 8–11]
Malta, Total,2016,44[ 34–55],47[ 37–58],40[ 29–53]
Malta, Lower respiratory infections,2016,5[ 2–10],5[ 2–8],6[ 2–11]
Malta," Trachea, bronchus, lung cancers",2016,4[ 2–6],6[ 3–9],1[ 1–2]
Malta, Ischaemic heart disease,2016,24[ 17–32],25[ 19–33],23[ 14–32]
Malta, Stroke,2016,6[ 3–12],5[ 3–10],7[ 3–14]
Malta, Chronic obstructive pulmonary disease,2016,5[ 2–8],6[ 3–11],3[ 1–5]
Mauritania, Total,2016,88[ 76–102],90[ 77–105],85[ 74–98]
Mauritania, Lower respiratory infections,2016,48[ 39–57],54[ 44–65],41[ 33–49]
Mauritania," Trachea, bronchus, lung cancers",2016,0[ 0–0],0[ 0–1],0[ 0–0]
Mauritania, Ischaemic heart disease,2016,22[ 19–26],21[ 18–25],24[ 20–28]
Mauritania, Stroke,2016,11[ 9–13],9[ 7–10],13[ 11–16]
Mauritania, Chronic obstructive pulmonary disease,2016,5[ 4–6],4[ 3–6],6[ 4–7]
Mauritius, Total,2016,48[ 34–81],55[ 40–94],41[ 28–71]
